Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2021-09-24,3790,3860,3770,3820,Rise,50,1,6345496,2419869866
2021-09-27,3770,3800,3730,3750,Fall,70,2,3801512,1427796851
2021-09-28,3770,3770,3690,3720,Fall,30,1,3068274,1141319372
2021-09-29,3720,3750,3690,3740,Rise,20,1,1430818,533284406
2021-09-30,3760,3870,3750,3850,Rise,110,3,4160990,1593407145
2021-10-01,3850,3920,3830,3900,Rise,50,1,3598647,1400358333
2021-10-04,3900,4010,3890,3970,Rise,70,2,3357626,1331888988
2021-10-05,3950,3980,3910,3930,Fall,40,1,2365627,933828113
2021-10-06,3920,4150,3920,4120,Rise,190,5,4467088,1828845595
2021-10-07,4150,4170,4070,4120,Unchnaged,0,0,2649054,1094310812
2021-10-08,4190,4240,4130,4160,Rise,40,1,1966316,821346843
2021-10-11,4160,4200,4130,4180,Rise,20,0,1467201,611411107
2021-10-12,4180,4240,4180,4220,Rise,40,1,2411960,1017354783
2021-10-13,4230,4300,4220,4280,Rise,60,1,2646294,1127072853
2021-10-14,4280,4350,4230,4250,Fall,30,1,1969895,841844928
2021-10-15,4250,4330,4220,4320,Rise,70,2,3181896,1361607347
2021-10-18,4350,4410,4340,4410,Rise,90,2,2868290,1257115473
2021-10-19,4450,4450,4360,4400,Fall,10,0,1612563,708085015
2021-10-21,4450,4460,4320,4360,Fall,40,1,3192302,1400238190
2021-10-22,4340,4400,4320,4400,Rise,40,1,1604593,702801577
2021-10-25,4330,4370,4300,4300,Fall,100,2,1282401,555508866
2021-10-26,4280,4370,4270,4350,Rise,50,1,1087824,472005517
2021-10-27,4330,4340,4260,4290,Fall,60,1,2580383,1106020770
2021-10-28,4210,4300,4200,4240,Fall,50,1,1596452,677809476
2021-10-29,4300,4300,4220,4250,Rise,10,0,1550111,660427754
2021-11-01,4330,4330,4220,4230,Fall,20,0,1020793,435187862
2021-11-02,4270,4270,4210,4210,Fall,20,0,1247997,527419330
2021-11-03,4250,4300,4210,4290,Rise,80,2,1004863,428785235
2021-11-04,4330,4340,4250,4250,Fall,40,1,1195911,513085868
2021-11-05,4270,4270,4210,4240,Fall,10,0,743470,315057465
2021-11-08,4250,4260,4220,4230,Fall,10,0,794656,336558077
2021-11-09,4230,4250,4220,4250,Rise,20,0,924532,391433092
2021-11-10,4230,4260,4210,4250,Unchnaged,0,0,694754,294406780
2021-11-11,4290,4300,4230,4250,Unchnaged,0,0,1496377,638574001
2021-11-12,4270,4290,4210,4220,Fall,30,1,802344,339901314
2021-11-15,4220,4220,4140,4160,Fall,60,1,2201423,918157744
2021-11-16,4120,4170,4120,4130,Fall,30,1,1635550,676538949
2021-11-17,4170,4200,4160,4200,Rise,70,2,1265237,529647643
2021-11-18,4150,4190,4140,4180,Fall,20,0,1148812,479086349
2021-11-19,4220,4290,4220,4280,Rise,100,2,1821677,775820484
2021-11-22,4310,4310,4250,4280,Unchnaged,0,0,1515140,648922903
2021-11-23,4280,4280,4200,4210,Fall,70,2,1042942,440451283
2021-11-24,4200,4230,4190,4210,Unchnaged,0,0,1110728,467381984
2021-11-25,4180,4250,4180,4220,Rise,10,0,1236094,521550712
2021-11-26,4190,4220,4150,4160,Fall,60,1,1486525,621178620
2021-11-29,4150,4190,4080,4170,Rise,10,0,1643128,681871975
2021-11-30,4150,4220,4090,4090,Fall,80,2,3166532,1305063223
2021-12-01,4090,4180,4070,4080,Fall,10,0,1634579,671980922
2021-12-02,4060,4220,4060,4200,Rise,120,3,1392818,577972486
2021-12-03,4210,4220,4170,4170,Fall,30,1,932271,391010877
2021-12-06,4200,4220,4110,4110,Fall,60,1,1066100,444847496
2021-12-07,4190,4230,4160,4230,Rise,120,3,1820480,766143654
2021-12-08,4250,4250,4170,4210,Fall,20,0,1432302,602530300
2021-12-09,4220,4220,4160,4190,Fall,20,0,904715,378996681
2021-12-10,4130,4160,4130,4130,Fall,60,1,1229992,509212245
2021-12-13,4170,4200,4160,4160,Rise,30,1,868489,362775468
2021-12-14,4150,4160,4130,4130,Fall,30,1,1001100,414140892
2021-12-15,4150,4230,4140,4200,Rise,70,2,1245228,521963276
2021-12-16,4220,4220,4120,4140,Fall,60,1,1366466,567246408
2021-12-17,4090,4140,4090,4110,Fall,30,1,1531654,629744106
2021-12-20,4070,4130,4060,4120,Rise,10,0,891989,366117327
2021-12-21,4100,4120,4080,4080,Fall,40,1,1095618,448774751
2021-12-22,4100,4110,4050,4050,Fall,30,1,1047380,426227823
2021-12-23,4090,4110,4060,4100,Rise,50,1,727368,297422164
2021-12-24,4100,4120,4050,4070,Fall,30,1,597950,243956008
2021-12-27,4070,4110,4060,4060,Fall,10,0,654912,267198303
2021-12-28,4090,4110,4070,4090,Rise,30,1,529525,216715746
2021-12-29,4090,4100,4070,4080,Fall,10,0,276765,112926923
2021-12-30,4080,4140,4060,4110,Rise,30,1,1469894,604335774
2022-01-03,4120,4190,4090,4180,Rise,70,2,908425,376298014
2022-01-04,4200,4210,4160,4160,Fall,20,0,939500,392979121
2022-01-05,4180,4230,4130,4210,Rise,50,1,1743764,730023575
2022-01-06,4240,4240,4140,4160,Fall,50,1,1372800,574692880
2022-01-07,4170,4200,4150,4190,Rise,30,1,1012750,423604278
2022-01-10,4190,4210,4180,4180,Fall,10,0,707226,296147468
2022-01-11,4180,4180,4130,4150,Fall,30,1,994049,412789109
2022-01-12,4170,4180,4130,4160,Rise,10,0,659070,273985631
2022-01-13,4180,4190,4170,4190,Rise,30,1,1035224,433016893
2022-01-14,4190,4210,4160,4180,Fall,10,0,1102138,461405724
2022-01-17,4200,4210,4180,4210,Rise,30,1,1029571,432253109
2022-01-18,4240,4240,4140,4190,Fall,20,0,1202750,502984240
2022-01-19,4210,4210,4130,4130,Fall,60,1,1099547,456907564
2022-01-20,4130,4160,4110,4130,Unchnaged,0,0,863946,357394542
2022-01-21,4130,4170,4110,4170,Rise,40,1,849725,351316371
2022-01-24,4140,4160,4100,4120,Fall,50,1,767099,316358633
2022-01-25,4100,4110,4000,4070,Fall,50,1,1850078,749826509
2022-01-26,4030,4100,4030,4090,Rise,20,0,975895,397517885
2022-01-27,4070,4140,4060,4140,Rise,50,1,806829,332165094
2022-01-28,4170,4170,4090,4140,Unchnaged,0,0,848121,349613210
2022-01-31,4170,4170,4070,4070,Fall,70,2,784985,322183662
2022-02-02,4120,4120,4060,4070,Unchnaged,0,0,815463,333150563
2022-02-03,4180,4180,4130,4130,Rise,60,1,1578988,655718153
2022-02-04,4170,4210,4150,4210,Rise,80,2,2366029,990751545
2022-02-07,4240,4410,4220,4400,Rise,190,5,4680166,2028180805
2022-02-08,4450,4550,4400,4440,Rise,40,1,3108781,1389555170
2022-02-09,4400,4500,4380,4450,Rise,10,0,1490001,663548548
2022-02-10,4500,4500,4450,4470,Rise,20,0,1125216,502656431
2022-02-11,4420,4450,4380,4450,Fall,20,0,1034182,457498430
2022-02-14,4450,4450,4380,4410,Fall,40,1,1052600,464406983
2022-02-15,4440,4450,4390,4430,Rise,20,0,966585,427860542
2022-02-16,4470,4470,4410,4420,Fall,10,0,896363,397076284
2022-02-17,4390,4410,4340,4400,Fall,20,0,1183051,517542047
2022-02-18,4400,4440,4370,4430,Rise,30,1,1270580,560732750
2022-02-21,4460,4490,4440,4490,Rise,60,1,1337173,598094577
2022-02-22,4440,4470,4420,4430,Fall,60,1,1090609,484120443
2022-02-23,4520,4520,4460,4480,Rise,50,1,1608278,721445496
2022-02-24,4470,4470,4370,4390,Fall,90,2,2175236,960010909
2022-02-25,4450,4550,4410,4550,Rise,160,4,3013464,1359733382
2022-03-01,4850,4860,4630,4630,Rise,80,2,4946578,2334123724
2022-03-02,4680,4690,4550,4560,Fall,70,2,1866352,860520997
2022-03-04,4720,4730,4610,4670,Rise,110,2,2920226,1362207003
2022-03-07,4580,4630,4520,4520,Fall,150,3,2245158,1025364293
2022-03-08,4500,4560,4430,4430,Fall,90,2,2148702,961019302
2022-03-09,4530,4590,4500,4570,Rise,140,3,1919671,876110006
2022-03-10,4640,4640,4510,4570,Unchnaged,0,0,2255758,1030620139
2022-03-11,4400,4440,4370,4400,Fall,170,4,2759653,1215022709
2022-03-14,4440,4540,4410,4520,Rise,120,3,2120521,950431621
2022-03-15,4550,4640,4530,4610,Rise,90,2,3577557,1647376699
2022-03-16,4650,4660,4610,4650,Rise,40,1,2268170,1053295763
2022-03-17,4690,4700,4610,4650,Unchnaged,0,0,2240680,1045659822
2022-03-18,4700,4700,4580,4580,Fall,70,2,2578634,1187747486
2022-03-21,4600,4630,4560,4590,Rise,10,0,1187919,544968006
2022-03-22,4690,4710,4640,4640,Rise,50,1,1777585,830312937
2022-03-23,4680,4690,4620,4650,Rise,10,0,1465451,681841304
2022-03-24,4640,4730,4620,4730,Rise,80,2,2062716,969839462
2022-03-25,4760,4760,4650,4710,Fall,20,0,1371048,643613804
2022-03-28,4730,4740,4670,4730,Rise,20,0,1068018,503645179
2022-03-29,4750,4750,4670,4690,Fall,40,1,931551,438976508
2022-03-30,4740,4740,4690,4710,Rise,20,0,833644,392543909
2022-03-31,4700,4750,4660,4660,Fall,50,1,1586500,743247890
2022-04-01,4690,4730,4630,4730,Rise,70,2,1451050,678510384
2022-04-04,4730,4730,4660,4700,Fall,30,1,1039020,486714605
2022-04-05,4730,4740,4670,4700,Unchnaged,0,0,761543,357782927
2022-04-06,4690,4690,4600,4600,Fall,100,2,1110098,514776396
2022-04-07,4670,4670,4620,4630,Rise,30,1,919425,426753898
2022-04-08,4630,4650,4600,4610,Fall,20,0,1256579,579786110
2022-04-11,4600,4620,4570,4570,Fall,40,1,1098611,504200443
2022-04-12,4550,4610,4550,4610,Rise,40,1,969612,445065862
2022-04-13,4640,4640,4590,4610,Unchnaged,0,0,1123276,518791847
2022-04-14,4600,4610,4530,4540,Fall,70,2,1506596,687215644
2022-04-18,4550,4580,4540,4550,Rise,10,0,827951,376656062
2022-04-19,4550,4600,4540,4570,Rise,20,0,1484756,678923386
2022-04-20,4610,4870,4600,4850,Rise,280,6,4043831,1923501013
2022-04-21,4850,4850,4760,4800,Fall,50,1,2082533,998495397
2022-04-22,4750,4850,4720,4750,Fall,50,1,1743495,832438376
2022-04-25,4700,4850,4670,4840,Rise,90,2,2357524,1125990121
2022-04-26,4840,4980,4830,4940,Rise,100,2,2627343,1292051137
2022-04-27,4900,4930,4850,4850,Fall,90,2,1919551,935343121
2022-04-28,4870,4930,4860,4870,Rise,20,0,1938212,946870296
2022-05-09,4750,4760,4530,4530,Lower limit,340,7,5616004,2578184604
2022-05-10,4260,4530,4260,4530,Unchnaged,0,0,4357828,1927274718
2022-05-11,4550,4580,4480,4490,Fall,40,1,2052338,929591450
2022-05-12,4490,4490,4300,4320,Fall,170,4,2073736,907517529
2022-05-13,4250,4360,4250,4250,Fall,70,2,3367113,1442811095
2022-05-17,4270,4520,4270,4450,Rise,200,5,2726504,1207564493
2022-05-18,4500,4530,4430,4450,Unchnaged,0,0,1297165,579795951
2022-05-19,4350,4460,4300,4440,Fall,10,0,1326149,583682316
2022-05-20,4440,4490,4410,4430,Fall,10,0,1221010,543212264
2022-05-23,4410,4440,4320,4330,Fall,100,2,1757090,767336724
2022-05-24,4320,4500,4320,4460,Rise,130,3,1657586,733795936
2022-05-25,4430,4450,4350,4350,Fall,110,2,1389617,609280187
2022-05-27,4500,4540,4440,4540,Rise,190,4,2099621,943057195
2022-05-30,4540,4540,4390,4430,Fall,110,2,1937245,861078808
2022-05-31,4470,4630,4450,4630,Rise,200,5,3796265,1738482079
2022-06-02,4540,4600,4480,4480,Fall,150,3,2256975,1018830761
2022-06-03,4530,4570,4510,4520,Rise,40,1,1176433,534579330
2022-06-06,4470,4510,4400,4430,Fall,90,2,1572777,697349609
2022-06-07,4460,4460,4400,4400,Fall,30,1,1333180,589670455
2022-06-08,4400,4470,4380,4470,Rise,70,2,1506040,666491513
2022-06-09,4500,4520,4480,4490,Rise,20,0,1617688,728137243
2022-06-10,4470,4470,4360,4400,Fall,90,2,2224104,978503270
2022-06-13,4260,4350,4260,4340,Fall,60,1,1640172,706727595
2022-06-14,4300,4410,4300,4360,Rise,20,0,1503818,656754972
2022-06-15,4360,4450,4360,4450,Rise,90,2,1607299,707991985
2022-06-16,4420,4530,4410,4430,Fall,20,0,2400230,1072467004
2022-06-17,4370,4400,4350,4370,Fall,60,1,1857631,811633907
2022-06-20,4400,4410,4340,4400,Rise,30,1,950588,416142628
2022-06-21,4430,4430,4380,4380,Fall,20,0,1039646,456764362
2022-06-22,4410,4410,4310,4320,Fall,60,1,1062085,462242859
2022-06-23,4300,4360,4300,4310,Fall,10,0,1276007,551365351
2022-06-24,4320,4350,4310,4340,Rise,30,1,660839,286038916
2022-06-27,4310,4330,4270,4280,Fall,60,1,1524496,654390386
2022-06-28,4320,4330,4280,4300,Rise,20,0,1610549,693244539
2022-06-29,4280,4310,4180,4180,Fall,120,3,1992468,842727445
2022-06-30,4120,4220,4120,4150,Fall,30,1,2399391,1000882281
2022-07-01,4150,4200,4110,4140,Fall,10,0,1546595,641188958
2022-07-04,4090,4120,3960,4040,Fall,100,2,2468536,996385004
2022-07-05,4040,4160,4040,4090,Rise,50,1,1806484,740883700
2022-07-06,4050,4100,4020,4080,Fall,10,0,1253091,509844235
2022-07-07,4040,4110,4040,4050,Fall,30,1,1721275,700425915
2022-07-08,4090,4200,4050,4200,Rise,150,4,1129140,465746810
2022-07-11,4150,4170,4100,4120,Fall,80,2,808677,333294278
2022-07-12,4120,4140,4100,4110,Fall,10,0,560852,230967768
2022-07-13,4110,4130,4030,4060,Fall,50,1,1657452,675589486
2022-07-14,4010,4090,4010,4070,Rise,10,0,1887297,766147453
2022-07-15,4060,4120,4050,4110,Rise,40,1,913628,374320408
2022-07-18,4110,4140,4080,4140,Rise,30,1,1352845,556614559
2022-07-19,4150,4150,4110,4110,Fall,30,1,1229059,506866462
2022-07-20,4180,4300,4160,4300,Rise,190,5,2202236,939129366
2022-07-21,4300,4310,4230,4310,Rise,10,0,1304054,558142347
2022-07-22,4330,4330,4270,4270,Fall,40,1,865611,372033853
2022-07-25,4250,4300,4250,4250,Fall,20,0,609528,260222240
2022-07-26,4270,4350,4260,4330,Rise,80,2,977098,422735451
2022-07-27,4380,4380,4300,4320,Fall,10,0,885708,383353168
2022-07-28,4340,4400,4340,4360,Rise,40,1,1364214,596239518
2022-07-29,4390,4430,4340,4360,Unchnaged,0,0,2286694,1001910244
2022-08-01,4390,4410,4330,4360,Unchnaged,0,0,2007917,877268248
2022-08-02,4360,4400,4300,4400,Rise,40,1,1739312,755091258
2022-08-03,4410,4420,4350,4380,Fall,20,0,1034260,452392124
2022-08-04,4380,4390,4350,4360,Fall,20,0,969606,423179934
2022-08-05,4360,4400,4320,4360,Unchnaged,0,0,1688794,735596025
2022-08-08,4360,4400,4340,4370,Rise,10,0,1072426,468392395
2022-08-09,4400,4470,4390,4410,Rise,40,1,1817471,805573883
2022-08-10,4350,4370,4300,4310,Fall,100,2,2053411,887198275
2022-08-11,4380,4410,4340,4350,Rise,40,1,1933290,844962713
2022-08-12,4340,4350,4320,4320,Fall,30,1,1043254,451569765
2022-08-15,4330,4350,4300,4300,Fall,20,0,1350994,582960318
2022-08-16,4350,4350,4270,4280,Fall,20,0,2054324,882609412
2022-08-18,4330,4340,4310,4330,Rise,50,1,1387953,600533899
2022-08-19,4340,4340,4300,4300,Fall,30,1,845521,364814874
2022-08-22,4320,4330,4270,4270,Fall,30,1,1211244,519250985
2022-08-23,4260,4310,4260,4300,Rise,30,1,1077995,462449707
2022-08-24,4300,4330,4280,4290,Fall,10,0,750559,322744506
2022-08-25,4280,4300,4270,4270,Fall,20,0,1176538,503756450
2022-08-26,4280,4290,4270,4270,Unchnaged,0,0,873752,373658178
2022-08-29,4250,4270,4220,4250,Fall,20,0,1057152,448958750
2022-08-30,4250,4300,4250,4260,Rise,10,0,1366273,584331202
2022-08-31,4250,4350,4240,4340,Rise,80,2,1914757,825831642
2022-09-01,4320,4390,4310,4390,Rise,50,1,1399977,611440776
2022-09-02,4410,4450,4380,4450,Rise,60,1,1891130,835554498
2022-09-05,4430,4600,4420,4590,Rise,140,3,2611266,1183902579
2022-09-06,4670,4690,4550,4560,Fall,30,1,1881171,866558344
2022-09-07,4510,4550,4460,4460,Fall,100,2,2120657,951489176
2022-09-08,4480,4620,4480,4600,Rise,140,3,2503732,1148892309
2022-09-09,4640,4640,4570,4610,Rise,10,0,1192867,550517215
2022-09-12,4610,4630,4560,4560,Fall,50,1,979880,449340285
2022-09-13,4560,4640,4560,4580,Rise,20,0,1418288,651041831
2022-09-14,4520,4610,4510,4580,Unchnaged,0,0,1499606,684512480
2022-09-15,4600,4700,4590,4610,Rise,30,1,2956641,1375177771
2022-09-16,4610,4620,4500,4500,Fall,110,2,2824922,1280452025
2022-09-19,4520,4600,4500,4570,Rise,70,2,1344320,612986785
2022-09-20,4570,4600,4490,4490,Fall,80,2,1386955,629285769
2022-09-21,4490,4550,4470,4550,Rise,60,1,1599769,721557573
2022-09-22,4500,4580,4500,4560,Rise,10,0,1004253,456848946
2022-09-23,4540,4560,4480,4480,Fall,80,2,1390740,626610129
2022-09-26,4480,4540,4410,4540,Rise,60,1,2807475,1256005092
2022-09-27,4500,4550,4480,4530,Fall,10,0,2137046,965171100
2022-09-28,4510,4560,4480,4520,Fall,10,0,1618153,731328595
2022-09-29,4520,4540,4460,4480,Fall,40,1,1693686,760398769
2022-09-30,4450,4510,4410,4490,Rise,10,0,2242292,1002091865
2022-10-03,4500,4550,4480,4530,Rise,40,1,1595596,721659462
2022-10-04,4560,4650,4560,4640,Rise,110,2,2563671,1185093398
2022-10-05,4660,4660,4540,4540,Fall,100,2,1822462,840399728
2022-10-06,4540,4570,4510,4510,Fall,30,1,1233462,558695629
2022-10-07,4480,4490,4430,4440,Fall,70,2,1336786,595972475
2022-10-10,4420,4430,4340,4370,Fall,70,2,1939236,849900326
2022-10-11,4390,4430,4370,4430,Rise,60,1,1337422,590284380
2022-10-12,4470,4470,4400,4400,Fall,30,1,1287478,571712627
2022-10-13,4390,4420,4350,4350,Fall,50,1,1042699,457484063
2022-10-14,4380,4390,4270,4270,Fall,80,2,1820957,787990460
2022-10-17,4270,4320,4260,4300,Rise,30,1,1455060,625022649
2022-10-18,4280,4340,4280,4290,Fall,10,0,1614441,694307229
2022-10-19,4280,4340,4280,4300,Rise,10,0,816823,351938923
2022-10-20,4280,4400,4280,4390,Rise,90,2,1495217,653134788
2022-10-21,4360,4460,4360,4430,Rise,40,1,1650522,731375775
2022-10-24,4430,4540,4430,4500,Rise,70,2,1869977,840270108
2022-10-25,4560,4610,4550,4590,Rise,90,2,2378569,1089900430
2022-10-26,4600,4610,4500,4530,Fall,60,1,1649922,748342559
2022-10-27,4550,4600,4530,4600,Rise,70,2,1314077,599864300
2022-10-28,4600,4630,4560,4630,Rise,30,1,1895347,872343669
2022-10-31,4630,4680,4630,4650,Rise,20,0,2279698,1060937022
2022-11-01,4690,4700,4630,4660,Rise,10,0,2144422,1000400382
2022-11-02,4680,4680,4570,4610,Fall,50,1,1453014,671000751
2022-11-03,4630,4660,4590,4650,Rise,40,1,1473889,684250948
2022-11-04,4650,4660,4610,4650,Unchnaged,0,0,730083,338212737
2022-11-07,4650,4690,4610,4690,Rise,40,1,849307,395334839
2022-11-08,4690,4690,4610,4620,Fall,70,1,810496,376821301
2022-11-09,4600,4650,4600,4650,Rise,30,1,947229,438911546
2022-11-10,4560,4580,4520,4530,Fall,120,3,1738331,789735047
2022-11-11,4620,4650,4590,4650,Rise,120,3,1532385,709000162
2022-11-14,4620,4640,4550,4580,Fall,70,2,1568925,718797347
2022-11-15,4580,4610,4560,4580,Unchnaged,0,0,719857,329589659
2022-11-16,4590,4610,4490,4520,Fall,60,1,2499005,1132495902
2022-11-17,4520,4670,4500,4670,Rise,150,3,2171267,1001250683
2022-11-18,4670,4680,4610,4610,Fall,60,1,1053519,487627299
2022-11-21,4620,4630,4560,4590,Fall,20,0,963434,442597192
2022-11-22,4570,4670,4570,4590,Unchnaged,0,0,1548660,715638512
2022-11-23,4640,4670,4630,4670,Rise,80,2,1486409,691545484
2022-11-24,4700,4740,4670,4720,Rise,50,1,1688981,795186367
2022-11-25,4700,4750,4690,4750,Rise,30,1,1520384,717444880
2022-11-28,4730,4830,4730,4820,Rise,70,1,1952118,934887173
2022-11-29,4820,4860,4790,4850,Rise,30,1,1660574,802925125
2022-11-30,4810,4980,4800,4980,Rise,130,3,3954658,1945412206
2022-12-01,5000,5025,4900,4940,Fall,40,1,2401711,1191391170
2022-12-02,4900,4930,4860,4890,Fall,50,1,2000445,978156858
2022-12-05,4910,4930,4860,4890,Unchnaged,0,0,1068099,522167318
2022-12-06,4860,4890,4800,4860,Fall,30,1,1513472,733207015
2022-12-07,4840,4840,4740,4760,Fall,100,2,2195286,1049467174
2022-12-08,4760,4840,4710,4840,Rise,80,2,1375939,657835149
2022-12-09,4830,4840,4760,4800,Fall,40,1,1803848,866018013
2022-12-12,4800,4850,4760,4850,Rise,50,1,1137875,547506347
2022-12-13,4870,4980,4840,4970,Rise,120,2,1580803,778753519
2022-12-14,5000,5000,4870,4980,Rise,10,0,2013431,996973662
2022-12-15,4900,4940,4880,4910,Fall,70,1,1430860,703038326
2022-12-16,4820,4980,4820,4980,Rise,70,1,3501129,1734966966
2022-12-19,4970,4980,4920,4970,Fall,10,0,647571,320926109
2022-12-20,4930,4970,4890,4910,Fall,60,1,790660,389156002
2022-12-21,4910,4940,4870,4890,Fall,20,0,715969,350385858
2022-12-22,4910,4970,4900,4960,Rise,70,1,727252,359398340
2022-12-23,4920,4940,4880,4880,Fall,80,2,533506,261446730
2022-12-26,4900,4930,4890,4930,Rise,50,1,435903,214009250
2022-12-27,4930,4950,4860,4870,Fall,60,1,818175,399724659
2022-12-28,4870,4880,4810,4820,Fall,50,1,1343159,648138320
2022-12-29,4820,4870,4800,4870,Rise,50,1,1066907,516671112
2022-12-30,4870,4950,4870,4940,Rise,70,1,1820915,897852003
2023-01-02,4910,4920,4820,4870,Fall,70,1,1090699,530011235
2023-01-03,4830,4900,4830,4850,Fall,20,0,951794,463499243
2023-01-04,4850,4850,4770,4770,Fall,80,2,1882300,904407363
2023-01-05,4750,4760,4570,4640,Fall,130,3,2921420,1354580529
2023-01-06,4550,4640,4550,4620,Fall,20,0,1759320,808231033
2023-01-09,4580,4640,4550,4590,Fall,30,1,1666200,764794236
2023-01-10,4550,4570,4410,4430,Fall,160,3,2504900,1118622634
2023-01-11,4410,4430,4360,4380,Fall,50,1,2490855,1095628117
2023-01-12,4480,4520,4410,4500,Rise,120,3,1918014,860293973
2023-01-13,4510,4530,4420,4480,Fall,20,0,1346619,602529461
2023-01-16,4430,4530,4420,4520,Rise,40,1,1620267,726303523
2023-01-17,4520,4580,4510,4560,Rise,40,1,1505774,685577869
2023-01-18,4560,4620,4560,4600,Rise,40,1,1780589,817833056
2023-01-19,4590,4630,4580,4610,Rise,10,0,1031974,476204504
2023-01-20,4630,4670,4620,4650,Rise,40,1,997161,463184133
2023-01-24,4660,4680,4590,4620,Fall,30,1,747601,347074496
2023-01-25,4620,4620,4550,4560,Fall,60,1,738615,338767247
2023-01-26,4560,4620,4550,4590,Rise,30,1,1138946,523966656
2023-01-27,4600,4680,4600,4640,Rise,50,1,1603454,744359191
2023-01-30,4650,4680,4570,4610,Fall,30,1,2211001,1020612930
2023-01-31,4610,4620,4570,4580,Fall,30,1,2116391,970867103
2023-02-01,4630,4690,4620,4680,Rise,100,2,1819544,848100721
2023-02-02,4650,4680,4600,4600,Fall,80,2,1254108,580644832
2023-02-03,4650,4780,4630,4750,Rise,150,3,1989445,941477570
2023-02-06,4780,4810,4680,4740,Fall,10,0,1414544,670869865
2023-02-07,4740,4790,4720,4750,Rise,10,0,1409231,670775846
2023-02-08,4710,4790,4710,4790,Rise,40,1,1686181,800225122
2023-02-09,4790,4840,4770,4810,Rise,20,0,1559176,750488620
2023-02-10,4840,4880,4770,4860,Rise,50,1,1811466,874740821
2023-02-13,4900,4900,4800,4800,Fall,60,1,1225091,591323639
2023-02-14,4820,4870,4810,4870,Rise,70,1,1010072,489319741
2023-02-15,4890,4890,4810,4870,Unchnaged,0,0,1071312,519579281
2023-02-16,4890,4890,4850,4870,Unchnaged,0,0,699669,340684806
2023-02-17,4890,4890,4830,4880,Rise,10,0,905488,440908849
2023-02-20,4900,4900,4840,4880,Unchnaged,0,0,884330,430762703
2023-02-21,4880,4880,4820,4820,Fall,60,1,593191,287252003
2023-02-22,4790,4810,4730,4760,Fall,60,1,1224006,584131174
2023-02-23,4810,4810,4730,4800,Rise,40,1,1392069,664055457
2023-02-24,4800,4840,4760,4760,Fall,40,1,604959,289677164
2023-02-27,4780,4810,4760,4810,Rise,50,1,767144,366910568
2023-02-28,4760,4790,4670,4670,Fall,140,3,2731255,1284697324
2023-03-01,4730,4750,4700,4720,Rise,50,1,1155786,545509042
2023-03-02,4750,4780,4720,4780,Rise,60,1,593941,282908682
2023-03-03,4800,4800,4730,4760,Fall,20,0,847770,403711253
2023-03-06,4790,4800,4780,4790,Rise,30,1,788801,377563987
2023-03-07,4770,4850,4770,4840,Rise,50,1,984125,474430394
2023-03-08,4850,4850,4820,4840,Unchnaged,0,0,1037678,501885469
2023-03-09,4860,4870,4810,4810,Fall,30,1,795498,384548053
2023-03-10,4820,4830,4800,4820,Rise,10,0,1251571,602504486
2023-03-13,4810,4870,4770,4830,Rise,10,0,1067693,514621441
2023-03-14,4770,4790,4690,4710,Fall,120,2,1935596,915663206
2023-03-15,4760,4770,4700,4700,Fall,10,0,898864,425409881
2023-03-16,4700,4750,4640,4730,Rise,30,1,1414913,665215114
2023-03-17,4770,4900,4750,4900,Rise,170,4,2048102,994417979
2023-03-20,4840,4880,4820,4880,Fall,20,0,1144613,555983696
2023-03-21,4870,4920,4840,4900,Rise,20,0,1930954,944216572
2023-03-24,4750,4820,4720,4770,Fall,130,3,3111478,1486938077
2023-03-27,4750,4790,4720,4740,Fall,30,1,1449573,689910241
2023-03-28,4740,4780,4740,4770,Rise,30,1,885755,421921991
2023-03-29,4800,4820,4770,4810,Rise,40,1,1125910,540854340
2023-03-30,4810,4810,4740,4750,Fall,60,1,988535,470929693
2023-03-31,4730,4750,4710,4730,Fall,20,0,1615957,764668227
2023-04-03,4770,4800,4760,4800,Rise,70,1,1158747,554576407
2023-04-04,4800,4820,4760,4820,Rise,20,0,657669,315609248
2023-04-05,4810,4880,4800,4830,Rise,10,0,1194504,578915428
2023-04-06,4860,4860,4820,4840,Rise,10,0,880359,426269213
2023-04-10,4860,4860,4820,4860,Rise,20,0,404663,196167223
2023-04-11,4860,4890,4830,4880,Rise,20,0,672896,327342044
2023-04-12,4950,4950,4890,4930,Rise,50,1,1669938,823121807
2023-04-13,4950,5000,4930,4980,Rise,50,1,1794054,890820352
2023-04-14,5050,5100,5000,5075,Rise,95,2,1682287,849489087
2023-04-17,5075,5075,4960,4990,Fall,85,2,1212386,604633451
2023-04-18,4990,5025,4950,4950,Fall,40,1,968670,481456060
2023-04-26,5150,5150,4930,5025,Rise,75,2,2733360,1373937185
2023-04-27,4990,5150,4990,5150,Rise,125,2,1615790,825306258
2023-04-28,5175,5275,5100,5100,Fall,50,1,2519120,1299970180
2023-05-02,5175,5175,5050,5150,Rise,50,1,1132874,579359495
2023-05-03,5225,5225,5050,5100,Fall,50,1,1524839,777891955
2023-05-04,5150,5175,5075,5150,Rise,50,1,1200386,616768980
2023-05-05,5225,5250,5125,5225,Rise,75,1,1588980,824687827
2023-05-08,5250,5250,5050,5100,Fall,125,2,1078042,552935622
2023-05-09,5050,5125,5025,5125,Rise,25,0,1030151,523296692
