Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T)
2015-12-22,2210,2220,2180,2210,Fall,10,0,728275,160395780
2015-12-23,2210,2220,2190,2220,Rise,10,0,326700,72342920
2015-12-28,2200,2290,2190,2280,Rise,60,3,1005330,227603175
2015-12-29,2270,2280,2260,2280,Unchnaged,0,0,587865,134020410
2015-12-30,2290,2300,2280,2280,Rise,0,0,1323415,304024535
2016-01-04,2280,2320,2240,2290,Rise,10,0,1003790,230775560
2016-01-05,2310,2360,2310,2310,Rise,20,1,1080430,252959522
2016-01-06,2280,2350,2280,2300,Fall,10,0,1051255,244903472
2016-01-07,2270,2300,2250,2250,Fall,50,2,712755,162139187
2016-01-08,2250,2340,2250,2320,Rise,70,3,1065010,245793717
2016-01-11,2280,2300,2250,2270,Fall,50,2,1131830,256833987
2016-01-12,2290,2340,2280,2320,Rise,50,2,1172510,271372807
2016-01-13,2330,2340,2310,2320,Unchnaged,0,0,685035,159427922
2016-01-14,2270,2350,2270,2340,Rise,20,1,1593150,369809117
2016-01-15,2300,2330,2290,2290,Fall,50,2,1019485,234940032
2016-01-18,2290,2300,2270,2280,Fall,10,0,627165,143145390
2016-01-19,2260,2300,2260,2300,Rise,20,1,613130,140172852
2016-01-20,2280,2290,2200,2200,Fall,100,4,926845,208814765
2016-01-21,2240,2250,2150,2160,Fall,40,2,1544535,338251887
2016-01-22,2220,2250,2180,2250,Rise,90,4,1294160,286170242
2016-01-25,2280,2280,2250,2280,Rise,30,1,920785,209587090
2016-01-26,2280,2280,2240,2260,Fall,20,1,658920,149094152
2016-01-27,2280,2290,2260,2270,Rise,10,1,809700,184105155
2016-01-28,2250,2270,2240,2250,Fall,20,1,889715,200669140
2016-01-29,2250,2270,2200,2240,Fall,10,0,2329935,522526800
2016-02-01,2270,2270,2220,2240,Unchnaged,0,0,835335,187251942
2016-02-02,2220,2240,2200,2200,Fall,40,2,603235,134103300
2016-02-03,2200,2200,2170,2180,Fall,20,1,1542480,337006220
2016-02-04,2210,2280,2210,2280,Rise,100,4,1506495,339300110
2016-02-05,2320,2460,2320,2460,Rise,180,8,4659350,1113894407
2016-02-09,2420,2420,2360,2390,Fall,70,3,1236165,295220290
2016-02-10,2360,2400,2350,2350,Fall,40,2,925580,219016472
2016-02-11,2340,2390,2340,2370,Rise,20,1,1581375,375509127
2016-02-12,2370,2400,2340,2360,Fall,10,1,1438060,340321175
2016-02-15,2380,2390,2360,2370,Rise,10,1,980110,232643227
2016-02-16,2370,2390,2370,2380,Rise,10,0,759570,181090817
2016-02-17,2380,2390,2370,2390,Rise,10,0,769510,183212265
2016-02-18,2400,2410,2370,2400,Rise,10,0,1228360,294029000
2016-02-19,2270,2320,2250,2290,Fall,110,5,3330680,765873402
2016-02-22,2290,2290,2190,2190,Fall,100,4,2587170,575537715
2016-02-23,2200,2200,2100,2120,Fall,70,3,2730410,583644645
2016-02-24,2120,2150,2100,2130,Rise,10,1,2588130,552342617
2016-02-25,2140,2140,2080,2090,Fall,40,2,1773035,374961360
2016-02-26,2100,2170,2100,2170,Rise,80,4,1977375,424578220
2016-02-29,2170,2210,2160,2210,Rise,40,2,1857765,408155962
2016-03-01,2200,2220,2130,2140,Fall,70,3,1481315,320896100
2016-03-02,2180,2210,2180,2190,Rise,50,3,1613955,355348157
2016-03-03,2230,2240,2180,2230,Rise,40,2,1326760,294991110
2016-03-04,2230,2270,2210,2270,Rise,40,2,962360,215764645
2016-03-07,2300,2300,2270,2280,Rise,10,0,1009010,231086180
2016-03-08,2290,2300,2230,2260,Fall,20,1,1381530,311459647
2016-03-10,2250,2250,2180,2200,Fall,60,3,2388815,526767787
2016-03-11,2180,2230,2170,2220,Rise,20,1,1529070,336964187
2016-03-14,2250,2250,2230,2230,Rise,10,0,942080,210869595
2016-03-15,2220,2230,2200,2210,Fall,20,1,1081840,240236297
2016-03-16,2200,2210,2180,2210,Fall,0,0,1200410,264083665
2016-03-17,2220,2230,2200,2200,Fall,10,0,1474780,326957962
2016-03-18,2220,2240,2210,2220,Rise,20,1,2355900,524335872
2016-03-21,2220,2250,2210,2230,Rise,10,0,1190450,266044022
2016-03-22,2230,2240,2220,2230,Rise,0,0,1377060,307579187
2016-03-23,2230,2250,2230,2250,Rise,20,1,1279255,287255942
2016-03-24,2260,2260,2250,2250,Unchnaged,0,0,1023805,231220945
2016-03-28,2260,2260,2210,2220,Fall,30,2,495995,110438477
2016-03-29,2220,2220,2180,2190,Fall,30,1,950245,208932487
2016-03-30,2190,2240,2190,2230,Rise,40,2,1481700,330070395
2016-03-31,2210,2280,2210,2280,Rise,50,2,1589880,359904197
2016-04-01,2260,2260,2200,2220,Fall,60,3,1217630,270560605
2016-04-04,2200,2220,2200,2220,Unchnaged,0,0,597985,132536717
2016-04-05,2220,2230,2210,2220,Unchnaged,0,0,797010,177447177
2016-04-06,2230,2230,2220,2230,Rise,10,0,840750,187361437
2016-04-07,2220,2230,2200,2220,Fall,10,0,973400,215718015
2016-04-08,2200,2210,2150,2160,Fall,60,3,1790020,389122125
2016-04-11,2160,2170,2090,2090,Fall,70,3,1408110,297391237
2016-04-12,2100,2140,2080,2120,Rise,30,1,1215140,257475292
2016-04-13,2140,2150,2100,2120,Fall,0,0,1074920,227556027
2016-04-14,2120,2120,2040,2040,Fall,80,4,3690545,763989780
2016-04-15,2040,2040,1960,2010,Fall,30,2,3184085,633126332
2016-04-18,2000,2060,1970,2040,Rise,30,1,2108230,427401122
2016-04-19,2060,2070,2000,2030,Fall,10,0,1484985,301281247
2016-04-20,2060,2100,2030,2090,Rise,60,3,2392790,497287397
2016-04-21,2100,2140,2100,2140,Rise,50,2,2070060,441397425
2016-04-22,2130,2180,2130,2180,Rise,40,2,2014275,434829235
2016-04-25,2170,2170,2080,2100,Fall,80,4,2692505,569370577
2016-04-26,2090,2090,2010,2040,Fall,60,3,1687950,344369675
2016-04-27,2030,2060,2020,2040,Unchnaged,0,0,1418285,290446842
2016-04-28,2060,2090,2040,2070,Rise,30,2,1556820,322103077
2016-04-29,2060,2070,2050,2070,Fall,0,0,784030,162101450
2016-05-02,2090,2090,2030,2050,Fall,20,1,602185,124065935
2016-05-03,2080,2110,2060,2100,Rise,50,2,1462720,306368742
2016-05-04,2100,2100,2040,2070,Fall,30,2,1149440,237736320
2016-05-09,2070,2070,2000,2000,Fall,70,3,1547965,314409895
2016-05-10,2000,2020,1995,2010,Rise,10,0,1217820,244365327
2016-05-11,2020,2020,1995,2000,Fall,10,0,1594235,319769052
2016-05-12,1995,2010,1970,1980,Fall,20,1,1439440,285683722
2016-05-13,1980,1990,1950,1975,Fall,5,0,1279770,251518505
2016-05-16,1970,1990,1960,1990,Rise,15,1,826375,163375145
2016-05-17,1980,1990,1930,1940,Fall,50,3,1015685,198294482
2016-05-18,1920,1950,1905,1905,Fall,35,2,2168325,417645362
2016-05-19,1915,1940,1910,1935,Rise,30,2,1656650,318536775
2016-05-20,1920,1970,1920,1960,Rise,25,1,1664585,324412602
2016-05-23,1960,1985,1960,1985,Rise,25,1,687600,136040915
2016-05-24,1990,2000,1965,1965,Fall,20,1,968550,191708385
2016-05-25,1985,1990,1975,1985,Rise,20,1,712115,141209940
2016-05-26,2000,2060,1995,2060,Rise,75,4,1642920,333510987
2016-05-27,2050,2080,2030,2080,Rise,20,1,990880,204191752
2016-05-30,2090,2130,2080,2120,Rise,40,2,2157245,457962237
2016-05-31,2120,2120,2060,2070,Fall,50,3,1896470,394460012
2016-06-01,2070,2100,2060,2090,Rise,20,1,1212015,253119212
2016-06-02,2070,2080,2040,2050,Fall,40,2,884145,182036217
2016-06-03,2060,2090,2050,2080,Rise,30,1,617375,127812722
2016-06-06,2090,2120,2070,2120,Rise,40,2,976735,205651482
2016-06-07,2120,2130,2110,2130,Rise,10,0,1168760,248710657
2016-06-08,2120,2130,2100,2130,Unchnaged,0,0,1129255,238993160
2016-06-09,2130,2130,2070,2070,Fall,60,3,709275,148949715
2016-06-10,2070,2090,2060,2060,Fall,10,0,573840,119045877
2016-06-13,2060,2060,2010,2020,Fall,40,2,966865,196027565
2016-06-14,2010,2020,1985,1995,Fall,25,1,1003780,200787415
2016-06-15,1980,2020,1980,2010,Rise,15,1,877650,176126377
2016-06-16,2030,2040,2020,2040,Rise,30,1,1471490,299540727
2016-06-17,2050,2060,2000,2050,Rise,10,0,1133815,230543887
2016-06-20,2080,2080,2030,2060,Rise,10,1,740830,152290457
2016-06-21,2060,2080,2050,2080,Rise,20,1,949500,196430955
2016-06-22,2080,2100,2070,2100,Rise,20,1,658090,137267717
2016-06-23,2100,2100,2060,2080,Fall,20,1,475535,99125962
2016-06-24,2060,2080,2000,2060,Fall,20,1,1133785,230387475
2016-06-27,2010,2050,2010,2040,Fall,20,1,355475,72477585
2016-06-28,2030,2080,2020,2070,Rise,30,1,1531770,315814755
2016-06-29,2080,2130,2080,2130,Rise,60,3,1881770,398144617
2016-06-30,2160,2180,2140,2160,Rise,30,1,2591580,561754157
2016-07-01,2180,2190,2140,2150,Fall,10,0,1026585,222195635
2016-07-11,2190,2280,2180,2270,Rise,120,6,3372450,756009782
2016-07-12,2300,2320,2280,2300,Rise,30,1,1591350,366320925
2016-07-13,2300,2310,2280,2310,Rise,10,0,1080340,248100070
2016-07-14,2320,2320,2260,2270,Fall,40,2,1069975,244810650
2016-07-15,2290,2300,2290,2300,Rise,30,1,807435,185450627
2016-07-18,2260,2320,2260,2290,Fall,10,0,1086040,249618507
2016-07-19,2260,2370,2260,2360,Rise,70,3,2501420,585455187
2016-07-20,2360,2400,2360,2370,Rise,10,1,1386870,329107280
2016-07-21,2350,2370,2300,2300,Fall,70,3,1054425,247489790
2016-07-22,2280,2290,2250,2280,Fall,20,1,976905,222088740
2016-07-25,2270,2290,2230,2270,Fall,10,1,813870,183669045
2016-07-26,2260,2310,2250,2310,Rise,40,2,628495,143726940
2016-07-27,2320,2350,2310,2320,Rise,10,0,2767950,646197577
2016-07-28,2280,2300,2250,2280,Fall,40,2,1207040,274147870
2016-07-29,2290,2330,2290,2300,Rise,20,1,2329015,538278060
2016-08-01,2320,2350,2310,2340,Rise,40,2,2952940,692166990
2016-08-02,2340,2360,2340,2350,Rise,10,0,1220440,287316190
2016-08-03,2360,2360,2310,2330,Fall,20,1,705600,164748820
2016-08-04,2370,2370,2340,2360,Rise,30,1,1693490,400517437
2016-08-05,2370,2400,2370,2390,Rise,30,1,2566315,613468042
2016-08-08,2420,2450,2410,2430,Rise,40,1,2071235,502385892
2016-08-09,2430,2440,2390,2400,Fall,30,1,1405085,338673337
2016-08-10,2410,2430,2350,2400,Unchnaged,0,0,932870,223155190
2016-08-11,2420,2420,2370,2380,Fall,20,1,1135550,272654337
2016-08-12,2350,2430,2350,2390,Rise,10,0,1352545,324423842
2016-08-15,2400,2420,2380,2400,Rise,10,0,927005,221962352
2016-08-16,2430,2430,2410,2420,Rise,20,1,1791835,433876165
2016-08-18,2430,2430,2410,2420,Unchnaged,0,0,2297830,556394037
2016-08-19,2400,2420,2380,2400,Fall,20,1,1312860,314749645
2016-08-22,2390,2390,2340,2370,Fall,30,1,1373280,325210587
2016-08-23,2320,2340,2300,2310,Fall,60,3,1862015,430426607
2016-08-24,2320,2350,2300,2330,Rise,20,1,894880,209134810
2016-08-25,2350,2380,2340,2370,Rise,40,2,1278535,302077672
2016-08-26,2350,2360,2330,2350,Fall,20,1,923590,216913765
2016-08-29,2320,2320,2290,2300,Fall,50,2,1460590,336436882
2016-08-30,2320,2320,2290,2300,Rise,0,0,1268590,292473855
2016-08-31,2330,2350,2320,2330,Rise,30,1,1550320,362609912
2016-09-01,2310,2340,2300,2340,Rise,10,0,1060830,246902815
2016-09-02,2300,2340,2300,2320,Fall,20,1,1116070,259261892
2016-09-05,2360,2360,2340,2360,Rise,40,2,1252040,295163975
2016-09-06,2370,2370,2350,2370,Rise,10,1,728445,172102467
2016-09-07,2380,2390,2360,2390,Rise,20,1,1174380,279972390
2016-09-08,2380,2400,2380,2390,Unchnaged,0,0,586605,140334577
2016-09-09,2390,2390,2340,2350,Fall,40,2,995895,234978667
2016-09-13,2330,2350,2320,2330,Fall,20,1,1087555,254041015
2016-09-14,2310,2340,2300,2340,Rise,10,0,914780,212846460
2016-09-15,2340,2410,2330,2390,Rise,50,2,1411020,336182007
2016-09-16,2400,2410,2380,2380,Fall,10,0,1379895,330603160
2016-09-19,2400,2410,2370,2370,Fall,10,1,682760,163055995
2016-09-20,2400,2400,2380,2400,Rise,30,1,1231535,295118950
2016-09-21,2390,2410,2380,2400,Unchnaged,0,0,1555915,373398670
2016-09-22,2420,2440,2410,2410,Rise,10,1,1346045,325680390
2016-09-23,2400,2420,2390,2410,Unchnaged,0,0,1112940,268758205
2016-09-26,2410,2420,2400,2400,Fall,10,0,721795,174125095
2016-09-27,2370,2430,2350,2420,Rise,20,1,1202895,289241552
2016-09-28,2420,2430,2410,2420,Unchnaged,0,0,2076595,502961337
2016-09-29,2440,2450,2420,2440,Rise,20,1,1297375,316214830
2016-09-30,2420,2450,2410,2440,Fall,0,0,1118785,273160600
2016-10-03,2440,2460,2440,2450,Rise,10,1,1394980,342686907
2016-10-04,2450,2460,2430,2450,Unchnaged,0,0,682635,167238865
2016-10-05,2460,2460,2440,2460,Rise,10,0,1372760,337260155
2016-10-06,2460,2480,2450,2480,Rise,20,1,1046325,258274552
2016-10-07,2480,2480,2390,2390,Fall,90,3,1293970,313074750
2016-10-10,2380,2400,2360,2370,Fall,20,1,606705,144117370
2016-10-11,2380,2400,2380,2390,Rise,20,1,1587040,378572005
2016-10-12,2380,2420,2360,2400,Rise,10,0,637895,153269632
2016-10-13,2410,2430,2370,2390,Fall,10,0,899070,215463107
2016-10-14,2380,2460,2370,2440,Rise,50,2,880920,213726472
2016-10-17,2430,2450,2430,2430,Fall,10,1,1007860,246338665
2016-10-18,2450,2450,2430,2440,Rise,10,0,688160,168199757
2016-10-19,2450,2450,2420,2430,Fall,10,0,374540,91047355
2016-10-20,2410,2440,2410,2420,Fall,10,0,609805,148130895
2016-10-21,2430,2440,2420,2440,Rise,20,1,442085,107839252
2016-10-24,2440,2450,2430,2440,Fall,0,0,503515,122994217
2016-10-25,2460,2460,2430,2430,Fall,10,0,554530,135209592
2016-10-26,2400,2440,2400,2410,Fall,20,1,1136275,275465880
2016-10-27,2410,2440,2400,2440,Rise,30,1,706810,171919817
2016-10-28,2400,2450,2400,2440,Unchnaged,0,0,672065,163999262
2016-10-31,2460,2460,2410,2440,Unchnaged,0,0,966360,235618985
2016-11-01,2450,2460,2440,2440,Rise,0,0,707640,173412010
2016-11-02,2440,2490,2430,2480,Rise,40,1,979540,242057855
2016-11-03,2480,2480,2450,2460,Fall,20,1,720435,177386957
2016-11-04,2440,2480,2430,2480,Rise,20,1,478640,117487307
2016-11-07,2480,2500,2460,2490,Rise,10,0,978215,243599840
2016-11-08,2500,2590,2500,2570,Rise,80,3,1288285,328440095
2016-11-09,2570,2590,2490,2520,Fall,50,2,1402205,355304875
2016-11-10,2550,2560,2530,2540,Rise,20,1,878780,223738827
2016-11-11,2480,2480,2380,2390,Fall,150,6,2976695,717466945
2016-11-14,2340,2340,2220,2220,Fall,170,7,3801585,860636490
2016-11-15,2240,2280,2200,2200,Fall,20,1,2236045,500942050
2016-11-16,2240,2310,2240,2300,Rise,100,4,1817095,415296647
2016-11-17,2300,2320,2270,2300,Unchnaged,0,0,962870,221765897
2016-11-18,2320,2320,2280,2300,Unchnaged,0,0,965565,221907842
2016-11-21,2280,2290,2270,2290,Fall,10,0,733965,167748757
2016-11-22,2270,2300,2270,2290,Rise,0,0,1021315,233592782
2016-11-23,2290,2310,2280,2300,Rise,10,0,878190,202082422
2016-11-24,2270,2290,2240,2260,Fall,40,2,1133105,256545900
2016-11-25,2210,2230,2170,2180,Fall,80,3,1930135,424040927
2016-11-28,2150,2170,2080,2090,Fall,90,4,2920520,618848807
2016-11-29,2080,2130,2080,2110,Rise,20,1,1701140,360373995
2016-11-30,2130,2190,2130,2180,Rise,70,3,2841255,618592372
2016-12-01,2180,2220,2170,2210,Rise,30,1,1260020,278140557
2016-12-02,2210,2270,2200,2260,Rise,50,2,1110020,249195355
2016-12-05,2240,2260,2220,2220,Fall,40,2,894050,200751267
2016-12-06,2230,2280,2220,2260,Rise,40,2,1001615,226773895
2016-12-07,2270,2280,2250,2280,Rise,20,1,506425,115199760
2016-12-08,2270,2300,2260,2300,Rise,20,1,731810,167294452
2016-12-09,2290,2300,2280,2290,Fall,10,0,840005,192625125
2016-12-13,2290,2340,2280,2340,Rise,50,2,934285,214718765
2016-12-14,2340,2350,2290,2300,Fall,40,2,1038250,239561242
2016-12-15,2230,2290,2200,2280,Fall,20,1,986340,223191222
2016-12-16,2280,2280,2240,2250,Fall,30,1,1756135,397111567
2016-12-19,2250,2270,2250,2250,Fall,0,0,712000,160623577
2016-12-20,2250,2260,2230,2240,Fall,10,0,758035,170090167
2016-12-21,2280,2290,2200,2200,Fall,40,2,948790,212362425
2016-12-22,2200,2210,2170,2170,Fall,30,1,1307395,286193722
2016-12-23,2170,2200,2150,2170,Unchnaged,0,0,1006170,219159842
2016-12-27,2170,2210,2160,2200,Rise,30,1,513460,112605615
2016-12-28,2220,2290,2220,2270,Rise,70,3,809095,183531137
2016-12-29,2290,2340,2280,2330,Rise,60,2,1333795,309629035
2016-12-30,2340,2370,2320,2330,Rise,0,0,1937080,456715640
2017-01-03,2350,2380,2310,2380,Rise,50,2,675805,159749587
2017-01-04,2380,2440,2350,2440,Rise,60,3,798910,192063047
2017-01-05,2460,2460,2400,2420,Fall,20,1,1453570,354154462
2017-01-06,2420,2430,2390,2420,Unchnaged,0,0,732410,176835047
2017-01-09,2400,2430,2350,2350,Fall,70,3,718275,170165260
2017-01-10,2370,2390,2350,2360,Rise,10,0,627945,148986400
2017-01-11,2350,2380,2350,2360,Unchnaged,0,0,683090,161193992
2017-01-12,2380,2380,2370,2370,Rise,10,1,661965,157478327
2017-01-13,2390,2400,2370,2390,Rise,20,1,1004400,240169235
2017-01-16,2400,2400,2380,2380,Fall,10,0,922855,220112707
2017-01-17,2370,2390,2370,2380,Rise,0,0,393370,93825587
2017-01-18,2380,2390,2370,2390,Rise,10,0,638610,152540587
2017-01-19,2390,2400,2380,2400,Rise,10,0,837035,200552467
2017-01-20,2390,2390,2360,2360,Fall,40,2,365025,86474830
2017-01-23,2350,2380,2350,2360,Unchnaged,0,0,467180,110433755
2017-01-24,2360,2380,2360,2360,Rise,0,0,600955,142312115
2017-01-25,2360,2370,2340,2340,Fall,20,1,1143405,269190545
2017-01-26,2350,2360,2340,2350,Rise,10,0,854985,201369792
2017-01-27,2340,2350,2330,2340,Fall,10,0,491875,115148880
2017-01-30,2360,2370,2350,2350,Rise,10,0,592885,139807010
2017-01-31,2350,2360,2340,2340,Fall,10,0,683830,160657497
2017-02-01,2360,2390,2350,2390,Rise,50,2,1622165,385762670
2017-02-02,2400,2400,2380,2390,Rise,0,0,1174135,281117192
2017-02-03,2400,2410,2390,2400,Rise,10,0,1228770,294853335
2017-02-06,2410,2420,2400,2410,Rise,10,0,2281660,550270347
2017-02-07,2410,2410,2400,2400,Fall,10,0,777120,187098820
2017-02-08,2390,2400,2360,2390,Fall,10,1,1336570,319619997
2017-02-09,2390,2400,2380,2390,Rise,0,0,1161820,278528787
2017-02-10,2390,2410,2390,2400,Rise,10,0,868305,208491362
2017-02-13,2410,2420,2400,2410,Rise,10,0,875865,211293232
2017-02-14,2400,2410,2380,2400,Fall,10,1,628490,150403632
2017-02-16,2400,2400,2350,2400,Unchnaged,0,0,1170610,279451325
2017-02-17,2370,2380,2340,2340,Fall,60,3,891995,210447445
